Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_por_mes;Valor_por_ano;Descricao;Possui_suite
Apartamento;Jacarepaguá;3;1;1;82;2100.0;735.0;65.0;2835.0;34085.0;Apartamento em Jacarepaguá com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;72;2200.0;1390.0;120.0;3590.0;43200.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;80;1700.0;800.0;115.0;2500.0;30115.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Vila Kosmos;2;1;0;82;1650.0;218.0;0.0;1868.0;22416.0;Apartamento em Vila Kosmos com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;74;2300.0;1350.0;0.0;3650.0;43800.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Rio Comprido;3;0;0;86;1800.0;530.0;76.0;2330.0;28036.0;Apartamento em Rio Comprido com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Grajaú;3;0;0;80;1600.0;600.0;240.0;2200.0;26640.0;Apartamento em Grajaú com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;2;0;0;74;1200.0;797.0;0.0;1997.0;23964.0;Apartamento em Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;79;2400.0;944.0;155.0;3344.0;40283.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Flamengo;2;0;0;97;2800.0;770.0;167.0;3570.0;43007.0;Apartamento em Flamengo com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2500.0;980.0;190.0;3480.0;41950.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);3;2;2;94;2500.0;610.0;0.0;3110.0;37320.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;2;90;1600.0;1350.0;200.0;2950.0;35600.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Jardim Botânico;2;2;1;75;2900.0;1423.0;194.0;4323.0;52070.0;Apartamento em Jardim Botânico com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;1;73;1800.0;902.0;0.0;2702.0;32424.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);4;1;2;112;2400.0;648.0;0.0;3048.0;36576.0;Apartamento em Freguesia (Jacarepaguá) com 4 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;4;1;1;140;2700.0;1227.0;287.0;3927.0;47411.0;Apartamento em Tijuca com 4 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0;2940.0;35538.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Méier;2;1;1;85;1850.0;480.0;35.0;2330.0;27995.0;Apartamento em Méier com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;3;108;2500.0;1100.0;0.0;3600.0;43200.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;75;2200.0;560.0;1000.0;2760.0;34120.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;2;1;109;2600.0;712.0;2464.0;3312.0;42208.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Botafogo;3;0;1;91;2300.0;305.0;166.0;2605.0;31426.0;Apartamento em Botafogo com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;2;149;2500.0;1300.0;1595.0;3800.0;47195.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;110;2700.0;1700.0;280.0;4400.0;53080.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Flamengo;2;1;1;80;2600.0;1100.0;0.0;3700.0;44400.0;Apartamento em Flamengo com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Botafogo;2;1;1;76;2950.0;945.0;156.0;3895.0;46896.0;Apartamento em Botafogo com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;90;2450.0;1466.0;166.0;3916.0;47158.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;2;1;74;2500.0;622.0;64.0;3122.0;37528.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;83;1750.0;463.0;0.0;2213.0;26556.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;São Conrado;2;1;1;80;2900.0;660.0;0.0;3560.0;42720.0;Apartamento em São Conrado com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Cachambi;3;3;2;186;2500.0;1000.0;260.0;3500.0;42260.0;Apartamento em Cachambi com 3 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Vila Isabel;2;1;0;120;2200.0;390.0;200.0;2590.0;31280.0;Apartamento em Vila Isabel com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Freguesia (Jacarepaguá);2;2;1;92;2500.0;733.0;135.0;3233.0;38931.0;Apartamento em Freguesia (Jacarepaguá) com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1900.0;695.0;100.0;2595.0;31240.0;Apartamento em Freguesia (Jacarepaguá) com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;1;78;2300.0;560.0;82.0;2860.0;34402.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;71;2300.0;600.0;0.0;2900.0;34800.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Taquara;3;2;1;130;1000.0;700.0;138.0;1700.0;20538.0;Apartamento em Taquara com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;78;2300.0;945.0;130.0;3245.0;39070.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Maracanã;2;0;1;79;2300.0;907.0;99.0;3207.0;38583.0;Apartamento em Maracanã com 2 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;2;86;2800.0;1400.0;250.0;4200.0;50650.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Pechincha;3;1;1;75;1500.0;590.0;0.0;2090.0;25080.0;Apartamento em Pechincha com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;2;88;2350.0;1460.0;2219.0;3810.0;47939.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1600.0;728.0;0.0;2328.0;27936.0;Apartamento em Freguesia (Jacarepaguá) com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;2;1;86;2800.0;654.0;270.0;3454.0;41718.0;Apartamento em Copacabana com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;74;2500.0;796.0;222.0;3296.0;39774.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Gávea;2;0;0;80;2700.0;700.0;130.0;3400.0;40930.0;Apartamento em Gávea com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Vila Isabel;2;0;0;71;900.0;480.0;0.0;1380.0;16560.0;Apartamento em Vila Isabel com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Casa de Condomínio;Vargem Grande;3;1;2;130;2150.0;570.0;27.0;2720.0;32667.0;Casa de Condomínio em Vargem Grande com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Flamengo;2;1;1;85;2500.0;1200.0;0.0;3700.0;44400.0;Apartamento em Flamengo com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;84;2300.0;1250.0;203.0;3550.0;42803.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;920.0;152.0;2920.0;35192.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;2;84;2500.0;1510.0;279.0;4010.0;48399.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;1;125;2500.0;1100.0;200.0;3600.0;43400.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;89;1650.0;1298.0;200.0;2948.0;35576.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;2;94;1300.0;965.0;0.0;2265.0;27180.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;0;0;83;1800.0;556.0;81.0;2356.0;28353.0;Apartamento em Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Vila Isabel;2;1;1;80;1500.0;880.0;92.0;2380.0;28652.0;Apartamento em Vila Isabel com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Laranjeiras;2;0;0;80;2600.0;847.0;95.0;3447.0;41459.0;Apartamento em Laranjeiras com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;2;1;1;100;2200.0;890.0;0.0;3090.0;37080.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1900.0;460.0;104.0;2360.0;28424.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Méier;2;1;0;76;1300.0;697.0;86.0;1997.0;24050.0;Apartamento em Méier com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;3;2;1;115;2700.0;1683.0;262.0;4383.0;52858.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Penha;3;1;0;85;1200.0;400.0;0.0;1600.0;19200.0;Apartamento em Penha com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Tijuca;3;0;0;85;1900.0;700.0;75.0;2600.0;31275.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Maracanã;2;1;0;73;1800.0;600.0;0.0;2400.0;28800.0;Apartamento em Maracanã com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Botafogo;2;1;0;85;2700.0;785.0;120.0;3485.0;41940.0;Apartamento em Botafogo com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Flamengo;2;0;0;85;2450.0;700.0;120.0;3150.0;37920.0;Apartamento em Flamengo com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;185;2400.0;880.0;334.0;3280.0;39694.0;Casa de Condomínio em Recreio dos Bandeirantes com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Jacaré;2;0;0;83;1000.0;250.0;25.0;1250.0;15025.0;Apartamento em Jacaré com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Jardim Guanabara;2;1;0;75;2200.0;400.0;119.0;2600.0;31319.0;Apartamento em Jardim Guanabara com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Taquara;3;1;2;88;1800.0;500.0;0.0;2300.0;27600.0;Apartamento em Taquara com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;120;2900.0;1600.0;310.0;4500.0;54310.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;200;2700.0;1300.0;400.0;4000.0;48400.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Anchieta;2;0;0;84;850.0;79.0;0.0;929.0;11148.0;Apartamento em Anchieta com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;3;1;1;120;2900.0;2190.0;0.0;5090.0;61080.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;0;121;2600.0;950.0;152.0;3550.0;42752.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;100;2900.0;1732.0;232.0;4632.0;55816.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;95;1700.0;1480.0;0.0;3180.0;38160.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Cachambi;2;1;0;77;1300.0;605.0;105.0;1905.0;22965.0;Apartamento em Cachambi com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Flamengo;2;1;0;72;2500.0;580.0;76.0;3080.0;37036.0;Apartamento em Flamengo com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1850.0;1080.0;160.0;2930.0;35320.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;96;2300.0;847.0;196.0;3147.0;37960.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;0;81;1550.0;600.0;87.0;2150.0;25887.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Copacabana;2;1;0;107;2800.0;672.0;22.0;3472.0;41686.0;Apartamento em Copacabana com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;1;1;170;1600.0;1230.0;0.0;2830.0;33960.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;109;1800.0;588.0;0.0;2388.0;28656.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Casa de Condomínio;Freguesia (Jacarepaguá);4;2;1;140;2500.0;1200.0;0.0;3700.0;44400.0;Casa de Condomínio em Freguesia (Jacarepaguá) com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;0;88;1200.0;640.0;0.0;1840.0;22080.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Praça Seca;2;2;1;165;1000.0;1100.0;1914.0;2100.0;27114.0;Apartamento em Praça Seca com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;94;2000.0;696.0;95.0;2696.0;32447.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Catete;2;0;0;85;1700.0;420.0;154.0;2120.0;25594.0;Apartamento em Catete com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;2;0;0;80;1400.0;850.0;0.0;2250.0;27000.0;Apartamento em Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Jardim Botânico;3;1;0;84;2300.0;688.0;162.0;2988.0;36018.0;Apartamento em Jardim Botânico com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Rocha;3;1;0;73;1100.0;520.0;15.0;1620.0;19455.0;Apartamento em Rocha com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1800.0;817.0;140.0;2617.0;31544.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;109;1400.0;1131.0;0.0;2531.0;30372.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;2;78;1400.0;845.0;149.0;2245.0;27089.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;82;1900.0;800.0;115.0;2700.0;32515.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);3;2;1;128;2800.0;900.0;200.0;3700.0;44600.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Olaria;2;1;0;85;1600.0;517.0;54.0;2117.0;25458.0;Apartamento em Olaria com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Tijuca;3;1;1;86;2650.0;720.0;160.0;3370.0;40600.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Casa de Condomínio;Campo Grande;2;1;0;74;1500.0;360.0;0.0;1860.0;22320.0;Casa de Condomínio em Campo Grande com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Freguesia (Jacarepaguá);4;2;3;124;2200.0;1140.0;165.0;3340.0;40245.0;Apartamento em Freguesia (Jacarepaguá) com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Botafogo;3;1;1;110;2800.0;1000.0;0.0;3800.0;45600.0;Apartamento em Botafogo com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Jacarepaguá;2;1;1;75;2100.0;960.0;107.0;3060.0;36827.0;Apartamento em Jacarepaguá com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Vila Isabel;2;1;0;85;1400.0;700.0;0.0;2100.0;25200.0;Apartamento em Vila Isabel com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Grajaú;2;1;1;86;1000.0;820.0;96.0;1820.0;21936.0;Apartamento em Grajaú com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Engenho Novo;2;1;0;80;1200.0;460.0;16.0;1660.0;19936.0;Apartamento em Engenho Novo com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Flamengo;2;1;1;80;2700.0;1161.0;209.0;3861.0;46541.0;Apartamento em Flamengo com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;0;0;88;2700.0;350.0;10.0;3050.0;36610.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Laranjeiras;3;0;1;115;2500.0;390.0;58.0;2890.0;34738.0;Apartamento em Laranjeiras com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Irajá;3;1;1;110;1600.0;340.0;0.0;1940.0;23280.0;Apartamento em Irajá com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;2;2;89;2500.0;950.0;0.0;3450.0;41400.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Grajaú;3;1;1;85;1500.0;580.0;0.0;2080.0;24960.0;Apartamento em Grajaú com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;110;2300.0;1284.0;168.0;3584.0;43176.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Penha;3;0;1;110;850.0;920.0;0.0;1770.0;21240.0;Apartamento em Penha com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1800.0;800.0;170.0;2600.0;31370.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;1;1;78;2500.0;724.0;210.0;3224.0;38898.0;Apartamento em Copacabana com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);3;2;1;91;2100.0;870.0;0.0;2970.0;35640.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Catete;2;1;1;75;2100.0;725.0;138.0;2825.0;34038.0;Apartamento em Catete com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;2;1;97;2300.0;870.0;0.0;3170.0;38040.0;Apartamento em Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1900.0;1200.0;170.0;3100.0;37370.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;86;2000.0;850.0;120.0;2850.0;34320.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Centro;2;0;0;80;2100.0;580.0;22.0;2680.0;32182.0;Apartamento em Centro com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Copacabana;2;0;1;98;2700.0;860.0;110.0;3560.0;42830.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Sim
Casa;Ilha do Governador;3;2;2;117;1900.0;90.0;0.0;1990.0;23880.0;Casa em Ilha do Governador com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;100;2650.0;1530.0;280.0;4180.0;50440.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Grajaú;2;1;1;76;1600.0;840.0;0.0;2440.0;29280.0;Apartamento em Grajaú com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;96;2300.0;970.0;108.0;3270.0;39348.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;102;2900.0;1420.0;290.0;4320.0;52130.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Olaria;2;1;0;80;1350.0;550.0;0.0;1900.0;22800.0;Apartamento em Olaria com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Tijuca;3;1;0;150;1600.0;650.0;90.0;2250.0;27090.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Copacabana;3;0;0;85;2900.0;1000.0;160.0;3900.0;46960.0;Apartamento em Copacabana com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;4;2;1;158;2500.0;1622.0;405.0;4122.0;49869.0;Apartamento em Barra da Tijuca com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Botafogo;2;1;1;90;2600.0;900.0;0.0;3500.0;42000.0;Apartamento em Botafogo com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;2;1;98;2550.0;1210.0;105.0;3760.0;45225.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;1;1;105;2800.0;735.0;0.0;3535.0;42420.0;Apartamento em Copacabana com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Flamengo;2;1;1;100;2850.0;750.0;212.0;3600.0;43412.0;Apartamento em Flamengo com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;94;2050.0;1560.0;217.0;3610.0;43537.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;2;196;2500.0;1405.0;2574.0;3905.0;49434.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;75;2600.0;1200.0;90.0;3800.0;45690.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;0;0;90;1999.0;600.0;0.0;2599.0;31188.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;1;1;140;2800.0;1260.0;0.0;4060.0;48720.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Andaraí;2;0;0;80;1300.0;691.0;66.0;1991.0;23958.0;Apartamento em Andaraí com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;2;0;0;73;1800.0;550.0;0.0;2350.0;28200.0;Apartamento em Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;1;1;75;1800.0;870.0;150.0;2670.0;32190.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;0;91;1700.0;660.0;143.0;2360.0;28463.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Praça Seca;4;2;3;245;2700.0;1380.0;145.0;4080.0;49105.0;Apartamento em Praça Seca com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;3;0;0;100;2200.0;1013.0;214.0;3213.0;38770.0;Apartamento em Copacabana com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;4;2;2;172;2700.0;1200.0;287.0;3900.0;47087.0;Apartamento em Recreio dos Bandeirantes com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Méier;2;1;0;88;1800.0;770.0;90.0;2570.0;30930.0;Apartamento em Méier com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
