Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_por_mes;Valor_por_ano;Descricao;Possui_suite
Apartamento;Recreio dos Bandeirantes;3;1;1;81;1900.0;1014.0;80.0;2914.0;35048.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Pechincha;3;1;1;108;1350.0;900.0;114.0;2250.0;27114.0;Apartamento em Pechincha com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;2;1;98;2800.0;1520.0;110.0;4320.0;51950.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Cachambi;3;1;0;77;1300.0;420.0;25.0;1720.0;20665.0;Apartamento em Cachambi com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Vila Valqueire;3;3;1;130;2000.0;275.0;0.0;2275.0;27300.0;Apartamento em Vila Valqueire com 3 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Centro;3;2;1;120;2500.0;1500.0;208.0;4000.0;48208.0;Apartamento em Centro com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Catete;2;0;0;71;1900.0;566.0;129.0;2466.0;29721.0;Apartamento em Catete com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Freguesia (Jacarepaguá);2;0;0;75;1300.0;200.0;125.0;1500.0;18125.0;Apartamento em Freguesia (Jacarepaguá) com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Leme;2;0;0;75;2600.0;878.0;0.0;3478.0;41736.0;Apartamento em Leme com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;1;0;105;2200.0;684.0;132.0;2884.0;34740.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Todos os Santos;3;1;1;78;1300.0;571.0;0.0;1871.0;22452.0;Apartamento em Todos os Santos com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;0;84;2200.0;900.0;2000.0;3100.0;39200.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Casa de Condomínio;Campo Grande;2;0;0;75;1500.0;360.0;0.0;1860.0;22320.0;Casa de Condomínio em Campo Grande com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;1;0;75;1900.0;510.0;0.0;2410.0;28920.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;3;2;1;90;2800.0;1517.0;359.0;4317.0;52163.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;0;0;80;1600.0;250.0;20.0;1850.0;22220.0;Apartamento em Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Copacabana;3;1;0;138;2800.0;1501.0;318.0;4301.0;51930.0;Apartamento em Copacabana com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2200.0;550.0;174.0;2750.0;33174.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Rocha;2;1;0;74;1250.0;630.0;38.0;1880.0;22598.0;Apartamento em Rocha com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;75;2100.0;638.0;0.0;2738.0;32856.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;88;2300.0;803.0;0.0;3103.0;37236.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;2;0;74;2500.0;713.0;95.0;3213.0;38651.0;Apartamento em Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Não
Apartamento;Freguesia (Jacarepaguá);3;1;1;100;2500.0;912.0;132.0;3412.0;41076.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;0;73;2500.0;980.0;199.0;3480.0;41959.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;74;1600.0;900.0;0.0;2500.0;30000.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;95;2000.0;1800.0;100.0;3800.0;45700.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;1;71;1400.0;600.0;0.0;2000.0;24000.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;3;1;300;2900.0;1000.0;784.0;3900.0;47584.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;142.0;3650.0;43942.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;0;0;120;1800.0;616.0;118.0;2416.0;29110.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;79;1800.0;1171.0;133.0;2971.0;35785.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;72;1600.0;930.0;164.0;2530.0;30524.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Todos os Santos;2;0;0;72;1200.0;490.0;14.0;1690.0;20294.0;Apartamento em Todos os Santos com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Botafogo;2;1;1;85;2900.0;1400.0;0.0;4300.0;51600.0;Apartamento em Botafogo com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;87;2600.0;777.0;224.0;3377.0;40748.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;76;1800.0;850.0;150.0;2650.0;31950.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;91;1900.0;1200.0;170.0;3100.0;37370.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;124;2300.0;750.0;250.0;3050.0;36850.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;92;2500.0;1200.0;1732.0;3700.0;46132.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;0;78;2100.0;750.0;100.0;2850.0;34300.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;89;2200.0;1144.0;101.0;3344.0;40229.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2000.0;800.0;257.0;2800.0;33857.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;0;0;80;1400.0;618.0;70.0;2018.0;24286.0;Apartamento em Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Glória;2;1;0;74;2200.0;725.0;125.0;2925.0;35225.0;Apartamento em Glória com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Casa;Vargem Pequena;3;0;1;100;2800.0;380.0;0.0;3180.0;38160.0;Casa em Vargem Pequena com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);3;2;1;128;2800.0;1000.0;0.0;3800.0;45600.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Vila da Penha;2;0;0;94;900.0;309.0;0.0;1209.0;14508.0;Apartamento em Vila da Penha com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;72;2300.0;1200.0;241.0;3500.0;42241.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;2;2;100;2800.0;1600.0;370.0;4400.0;53170.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Leme;3;0;0;155;2800.0;1300.0;291.0;4100.0;49491.0;Apartamento em Leme com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;88;1900.0;1350.0;150.0;3250.0;39150.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Ipanema;3;0;0;90;2600.0;1310.0;155.0;3910.0;47075.0;Apartamento em Ipanema com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Jardim Guanabara;2;1;0;90;1700.0;400.0;1200.0;2100.0;26400.0;Apartamento em Jardim Guanabara com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;132;2500.0;673.0;0.0;3173.0;38076.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Laranjeiras;3;0;0;111;2300.0;767.0;127.0;3067.0;36931.0;Apartamento em Laranjeiras com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;3;1;86;1500.0;916.0;180.0;2416.0;29172.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Ipanema;2;0;0;75;2900.0;700.0;0.0;3600.0;43200.0;Apartamento em Ipanema com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;0;0;120;2400.0;686.0;78.0;3086.0;37110.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Casa de Condomínio;Campo Grande;2;2;0;200;1100.0;280.0;0.0;1380.0;16560.0;Casa de Condomínio em Campo Grande com 2 quarto(s)\ e 2 vaga(s) de garagem;Não
Apartamento;Jardim Botânico;3;0;0;85;2500.0;790.0;0.0;3290.0;39480.0;Apartamento em Jardim Botânico com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;85;1500.0;570.0;180.0;2070.0;25020.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2200.0;1000.0;0.0;3200.0;38400.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;1;80;1800.0;1181.0;0.0;2981.0;35772.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;128;2800.0;770.0;289.0;3570.0;43129.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;115;2250.0;1000.0;175.0;3250.0;39175.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Andaraí;2;0;0;75;1200.0;150.0;20.0;1350.0;16220.0;Apartamento em Andaraí com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Leme;2;1;0;90;2500.0;800.0;0.0;3300.0;39600.0;Apartamento em Leme com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1800.0;1100.0;100.0;2900.0;34900.0;Apartamento em Freguesia (Jacarepaguá) com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;96;2200.0;715.0;153.0;2915.0;35133.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;88;2500.0;900.0;600.0;3400.0;41400.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2200.0;676.0;131.0;2876.0;34643.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;2;97;2550.0;1306.0;256.0;3856.0;46528.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;1;86;1600.0;790.0;0.0;2390.0;28680.0;Apartamento em Freguesia (Jacarepaguá) com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;890.0;245.0;3690.0;44525.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;2;90;2000.0;1490.0;0.0;3490.0;41880.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;3;91;2500.0;650.0;100.0;3150.0;37900.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;3;0;1;115;2900.0;950.0;102.0;3850.0;46302.0;Apartamento em Copacabana com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Botafogo;3;0;0;157;2700.0;970.0;200.0;3670.0;44240.0;Apartamento em Botafogo com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;2;1;0;86;1100.0;534.0;0.0;1634.0;19608.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Laranjeiras;2;1;0;75;2200.0;895.0;107.0;3095.0;37247.0;Apartamento em Laranjeiras com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Flamengo;2;0;0;72;2250.0;671.0;132.0;2921.0;35184.0;Apartamento em Flamengo com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Grajaú;2;1;1;71;1700.0;863.0;0.0;2563.0;30756.0;Apartamento em Grajaú com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;3;1;1;102;2500.0;1300.0;0.0;3800.0;45600.0;Apartamento em Barra da Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Engenho Novo;2;1;0;84;700.0;700.0;37.0;1400.0;16837.0;Apartamento em Engenho Novo com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Tijuca;2;0;0;84;1300.0;550.0;91.0;1850.0;22291.0;Apartamento em Tijuca com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;4;1;2;190;2000.0;1247.0;353.0;3247.0;39317.0;Apartamento em Tijuca com 4 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2100.0;500.0;0.0;2600.0;31200.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Vila Isabel;3;1;0;80;1300.0;720.0;70.0;2020.0;24310.0;Apartamento em Vila Isabel com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0;2720.0;32810.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;2;1;78;2490.0;1100.0;160.0;3590.0;43240.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Catete;2;0;0;71;2000.0;725.0;104.0;2725.0;32804.0;Apartamento em Catete com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Andaraí;2;1;1;73;1750.0;715.0;102.0;2465.0;29682.0;Apartamento em Andaraí com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;0;0;75;1500.0;877.0;36.0;2377.0;28560.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;0;0;75;2200.0;750.0;68.0;2950.0;35468.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Méier;2;0;1;87;1300.0;95.0;16.0;1395.0;16756.0;Apartamento em Méier com 2 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;80;1750.0;1200.0;87.0;2950.0;35487.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Vila Isabel;3;1;1;110;1800.0;835.0;99.0;2635.0;31719.0;Apartamento em Vila Isabel com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0;2318.0;28154.0;Casa de Condomínio em Vargem Grande com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;0;82;1900.0;685.0;180.0;2585.0;31200.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Copacabana;3;1;1;110;2600.0;1100.0;150.0;3700.0;44550.0;Apartamento em Copacabana com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;90;2000.0;595.0;170.0;2595.0;31310.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Laranjeiras;2;0;0;80;2500.0;360.0;85.0;2860.0;34405.0;Apartamento em Laranjeiras com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;110;1700.0;644.0;213.0;2344.0;28341.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Jardim Botânico;2;0;0;80;1900.0;800.0;138.0;2700.0;32538.0;Apartamento em Jardim Botânico com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Copacabana;2;0;0;80;2600.0;450.0;125.0;3050.0;36725.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Freguesia (Jacarepaguá);2;1;1;92;1400.0;870.0;850.0;2270.0;28090.0;Apartamento em Freguesia (Jacarepaguá) com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Rio Comprido;3;1;1;144;2499.0;100.0;125.0;2599.0;31313.0;Apartamento em Rio Comprido com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Jardim Botânico;2;1;1;80;2900.0;1100.0;120.0;4000.0;48120.0;Apartamento em Jardim Botânico com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;2;0;74;2500.0;785.0;93.0;3285.0;39513.0;Apartamento em Tijuca com 3 quarto(s)\ e 2 vaga(s) de garagem;Não
Apartamento;Bonsucesso;3;0;0;110;1500.0;420.0;268.0;1920.0;23308.0;Apartamento em Bonsucesso com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Tijuca;3;1;1;150;2500.0;1200.0;175.0;3700.0;44575.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;80;2000.0;478.0;0.0;2478.0;29736.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;2;1;80;2100.0;1227.0;0.0;3327.0;39924.0;Apartamento em Copacabana com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;170;2500.0;1017.0;280.0;3517.0;42484.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;98;2250.0;1490.0;235.0;3740.0;45115.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;100;1700.0;840.0;110.0;2540.0;30590.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;3;2;180;2700.0;760.0;450.0;3460.0;41970.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Jabour;2;1;0;71;610.0;590.0;0.0;1200.0;14400.0;Apartamento em Jabour com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Tijuca;2;1;1;78;2400.0;900.0;132.0;3300.0;39732.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;0;90;2350.0;747.0;0.0;3097.0;37164.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;São Conrado;2;2;2;80;2800.0;873.0;0.0;3673.0;44076.0;Apartamento em São Conrado com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;118;1600.0;1005.0;254.0;2605.0;31514.0;Apartamento em Recreio dos Bandeirantes com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Maracanã;3;2;1;98;2100.0;910.0;180.0;3010.0;36300.0;Apartamento em Maracanã com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Casa de Condomínio;Vargem Pequena;3;2;3;175;2500.0;150.0;0.0;2650.0;31800.0;Casa de Condomínio em Vargem Pequena com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Jacarepaguá;2;1;1;80;1150.0;872.0;40.0;2022.0;24304.0;Apartamento em Jacarepaguá com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;72;1600.0;780.0;14.0;2380.0;28574.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Maracanã;2;1;1;85;1900.0;930.0;107.0;2830.0;34067.0;Apartamento em Maracanã com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;1;90;2000.0;887.0;123.0;2887.0;34767.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;2;1;0;90;2000.0;700.0;75.0;2700.0;32475.0;Apartamento em Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1498.0;339.0;3998.0;48315.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;1;1;73;2000.0;1033.0;100.0;3033.0;36496.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;99;1900.0;1110.0;0.0;3010.0;36120.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;83;2300.0;1200.0;195.0;3500.0;42195.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;0;1;100;1800.0;850.0;130.0;2650.0;31930.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;1;1;96;1950.0;500.0;93.0;2450.0;29493.0;Apartamento em Tijuca com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Pechincha;3;1;1;76;1450.0;652.0;742.0;2102.0;25966.0;Apartamento em Pechincha com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Engenho de Dentro;2;1;1;80;1350.0;235.0;135.0;1585.0;19155.0;Apartamento em Engenho de Dentro com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Casa;Freguesia (Jacarepaguá);4;3;3;190;2900.0;805.0;157.0;3705.0;44617.0;Casa em Freguesia (Jacarepaguá) com 4 quarto(s)\ e 3 vaga(s) de garagem;Sim
Apartamento;Tijuca;3;0;0;105;2200.0;512.0;128.0;2712.0;32672.0;Apartamento em Tijuca com 3 quarto(s)\ e 0 vaga(s) de garagem;Não
Apartamento;Pechincha;2;1;0;71;1400.0;688.0;0.0;2088.0;25056.0;Apartamento em Pechincha com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;4;2;1;180;2700.0;900.0;0.0;3600.0;43200.0;Apartamento em Recreio dos Bandeirantes com 4 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Laranjeiras;3;1;0;130;2650.0;1010.0;214.0;3660.0;44134.0;Apartamento em Laranjeiras com 3 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;708.0;1352.0;2908.0;36248.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Jacarepaguá;2;1;1;75;1300.0;524.0;126.0;1824.0;22014.0;Apartamento em Jacarepaguá com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500.0;800.0;0.0;3300.0;39600.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Copacabana;2;0;1;80;2400.0;700.0;154.0;3100.0;37354.0;Apartamento em Copacabana com 2 quarto(s)\ e 0 vaga(s) de garagem;Sim
Apartamento;Barra da Tijuca;2;2;1;74;2200.0;1049.0;221.0;3249.0;39209.0;Apartamento em Barra da Tijuca com 2 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;151;2000.0;1126.0;0.0;3126.0;37512.0;Apartamento em Recreio dos Bandeirantes com 3 quarto(s)\ e 2 vaga(s) de garagem;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1700.0;780.0;0.0;2480.0;29760.0;Apartamento em Freguesia (Jacarepaguá) com 2 quarto(s)\ e 1 vaga(s) de garagem;Sim
Apartamento;Jacarepaguá;2;1;0;71;1700.0;600.0;0.0;2300.0;27600.0;Apartamento em Jacarepaguá com 2 quarto(s)\ e 1 vaga(s) de garagem;Não
Apartamento;Laranjeiras;2;0;0;87;2900.0;750.0;130.0;3650.0;43930.0;Apartamento em Laranjeiras com 2 quarto(s)\ e 0 vaga(s) de garagem;Não
